ID	symbol	lfc	p
ENSMUSG00000070574	ENSMUSG00000070574	2310016G11Rik	0	1
ENSMUSG00000070576	ENSMUSG00000070576	Mn1	-0.227708302812985	0.343571471228945
ENSMUSG00000070577	ENSMUSG00000070577	Gm572	0	1
ENSMUSG00000070583	ENSMUSG00000070583	Fv1	0.132632412315943	0.384253839381866
ENSMUSG00000070594	ENSMUSG00000070594	Gm4788	0	1
ENSMUSG00000070601	ENSMUSG00000070601	Vmn2r84	0	1
ENSMUSG00000070604	ENSMUSG00000070604	Vsig10l	-3.28008957329077	1.50001925978935e-06
ENSMUSG00000070605	ENSMUSG00000070605	Zfp992	0.803938736741925	0.127674312816329
ENSMUSG00000070606	ENSMUSG00000070606	Gm10298	0	1
ENSMUSG00000070609	ENSMUSG00000070609	Aadacl4	0	1
ENSMUSG00000070610	ENSMUSG00000070610	Gm13127	-0.247136760754145	0.164131107565891
ENSMUSG00000070616	ENSMUSG00000070616	Gm13040	0	1
ENSMUSG00000070617	ENSMUSG00000070617	Gm13089	0	1
ENSMUSG00000070618	ENSMUSG00000070618	BC080695	0	1
ENSMUSG00000070619	ENSMUSG00000070619	Gm13119	0	1
ENSMUSG00000070621	ENSMUSG00000070621	Vmn2r-ps60	0	1
ENSMUSG00000070637	ENSMUSG00000070637	Gm694	0	1
ENSMUSG00000070639	ENSMUSG00000070639	Lrrc8b	-0.197206620712904	0.154043012694819
ENSMUSG00000070641	ENSMUSG00000070641	Gm16410	0	1
ENSMUSG00000070643	ENSMUSG00000070643	Sox13	-0.0910276405482856	0.530016540780987
ENSMUSG00000070644	ENSMUSG00000070644	Etnk2	1.37806828157513	0.00332900940760693
ENSMUSG00000070645	ENSMUSG00000070645	Ren1	0	1
ENSMUSG00000070661	ENSMUSG00000070661	Rnf186	0	1
ENSMUSG00000070667	ENSMUSG00000070667	Rpl31-ps10	0	1
ENSMUSG00000070677	ENSMUSG00000070677	D5Ertd577e	0	1
ENSMUSG00000070683	ENSMUSG00000070683	Lactbl1	0	1
ENSMUSG00000070686	ENSMUSG00000070686	C87414	0	1
ENSMUSG00000070687	ENSMUSG00000070687	Htr1d	0	1
ENSMUSG00000070690	ENSMUSG00000070690	5830473C10Rik	0	1
ENSMUSG00000070691	ENSMUSG00000070691	Runx3	-0.252688885076851	0.0840344151983749
ENSMUSG00000070692	ENSMUSG00000070692	Rps12-ps10	0	1
ENSMUSG00000070695	ENSMUSG00000070695	Cntnap5a	0	1
ENSMUSG00000070697	ENSMUSG00000070697	Utp3	-0.0516372050149336	0.605662132568114
ENSMUSG00000070699	ENSMUSG00000070699	Sars2	0.0330619502973278	0.823487574743322
ENSMUSG00000070702	ENSMUSG00000070702	Csn1s1	0	1
ENSMUSG00000070704	ENSMUSG00000070704	Ugt2b36	0	1
ENSMUSG00000070705	ENSMUSG00000070705	Eid2b	0.0645255161756701	0.739273643975177
ENSMUSG00000070708	ENSMUSG00000070708	Gtsf1l	0	1
ENSMUSG00000070709	ENSMUSG00000070709	Zfp974	0.0262598241297308	0.892139795232306
ENSMUSG00000070713	ENSMUSG00000070713	Gm10282	0	1
ENSMUSG00000070717	ENSMUSG00000070717	Gm10300	0	1
ENSMUSG00000070719	ENSMUSG00000070719	Pla2g4d	-8.19435284789387	8.52273742509423e-07
ENSMUSG00000070720	ENSMUSG00000070720	Tmem200b	-0.0505777293790993	0.86938018406106
ENSMUSG00000070729	ENSMUSG00000070729	Gm12966	0.0636278369293436	0.617924959003226
ENSMUSG00000070730	ENSMUSG00000070730	Rmdn3	-0.244466148573403	0.0496089926336787
ENSMUSG00000070732	ENSMUSG00000070732	Rbm44	0.765912857564922	0.15703550800299
ENSMUSG00000070733	ENSMUSG00000070733	Fryl	0.378274475211274	0.0253141305848089
ENSMUSG00000070737	ENSMUSG00000070737	Tmem35b	0.32905147321814	0.163088521790998
ENSMUSG00000070738	ENSMUSG00000070738	Dgkd	0.00375217828115377	0.975828361374757
ENSMUSG00000070777	ENSMUSG00000070777	Ceacam20	0	1
ENSMUSG00000070778	ENSMUSG00000070778	Rpl7a-ps8	0	1
ENSMUSG00000070780	ENSMUSG00000070780	Rbm47	0.427015806140465	0.0181769356582371
ENSMUSG00000070794	ENSMUSG00000070794	BC016548	0	1
ENSMUSG00000070796	ENSMUSG00000070796	Psg21	0	1
ENSMUSG00000070797	ENSMUSG00000070797	Psg27	0	1
ENSMUSG00000070798	ENSMUSG00000070798	Psg25	0	1
ENSMUSG00000070799	ENSMUSG00000070799	Psg26	0	1
ENSMUSG00000070802	ENSMUSG00000070802	Pnmal2	-0.554607528955819	0.000732346544527984
ENSMUSG00000070803	ENSMUSG00000070803	Cited4	-3.75037668692101	1.04825447904449e-07
ENSMUSG00000070806	ENSMUSG00000070806	Zmynd12	0	1
ENSMUSG00000070808	ENSMUSG00000070808	Bicra	0.264475642748397	0.0168750262819311
ENSMUSG00000070810	ENSMUSG00000070810	Sult2a6	0	1
ENSMUSG00000070811	ENSMUSG00000070811	Sult2a2	0	1
ENSMUSG00000070814	ENSMUSG00000070814	6330408A02Rik	0.157242261453848	0.287830184402064
ENSMUSG00000070815	ENSMUSG00000070815	Vmn1r87	0	1
ENSMUSG00000070816	ENSMUSG00000070816	Vmn1r86	0	1
ENSMUSG00000070817	ENSMUSG00000070817	Vmn1r85	0	1
ENSMUSG00000070820	ENSMUSG00000070820	Olfr1339	0	1
ENSMUSG00000070821	ENSMUSG00000070821	Olfr1340	0	1
ENSMUSG00000070822	ENSMUSG00000070822	Zscan18	-0.0890611775698366	0.549161486246664
ENSMUSG00000070823	ENSMUSG00000070823	Gm1043	0	1
ENSMUSG00000070828	ENSMUSG00000070828	Zscan4f	0	1
ENSMUSG00000070834	ENSMUSG00000070834	Gm13015	0	1
ENSMUSG00000070837	ENSMUSG00000070837	Aurkc	0	1
ENSMUSG00000070841	ENSMUSG00000070841	Vmn2r34	0	1
ENSMUSG00000070844	ENSMUSG00000070844	Vmn2r42	0	1
ENSMUSG00000070847	ENSMUSG00000070847	Vmn2r30	0	1
ENSMUSG00000070852	ENSMUSG00000070852	Olfr1121	0	1
ENSMUSG00000070853	ENSMUSG00000070853	Olfr1120	0	1
ENSMUSG00000070855	ENSMUSG00000070855	Olfr1116	0	1
ENSMUSG00000070856	ENSMUSG00000070856	Olfr1115	0	1
ENSMUSG00000070857	ENSMUSG00000070857	Olfr1113	0	1
ENSMUSG00000070858	ENSMUSG00000070858	Gm1673	-0.266569892580358	0.466755239861585
ENSMUSG00000070866	ENSMUSG00000070866	Zfp804a	0	1
ENSMUSG00000070867	ENSMUSG00000070867	Trabd2b	-0.484665244853667	0.00095970979650925
ENSMUSG00000070868	ENSMUSG00000070868	Skint3	-4.09782110892265	1.02859136958531e-05
ENSMUSG00000070870	ENSMUSG00000070870	Cryge	0	1
ENSMUSG00000070871	ENSMUSG00000070871	Ccnyl1	0.0170396613761831	0.928432562955234
ENSMUSG00000070873	ENSMUSG00000070873	Lilra5	0	1
ENSMUSG00000070875	ENSMUSG00000070875	Olfr1100	0	1
ENSMUSG00000070877	ENSMUSG00000070877	Ldlrad1	0	1
ENSMUSG00000070880	ENSMUSG00000070880	Gad1	-0.966839135805361	0.110105190676472
ENSMUSG00000070883	ENSMUSG00000070883	Ccdc173	-0.254794141990042	0.514616154118986
ENSMUSG00000070890	ENSMUSG00000070890	Gm12794	0	1
ENSMUSG00000070891	ENSMUSG00000070891	Gm12689	0.57036648790063	0.197825836593563
ENSMUSG00000070896	ENSMUSG00000070896	Rpl23a-ps1	0	1
ENSMUSG00000070900	ENSMUSG00000070900	Gm10306	0	1
ENSMUSG00000070902	ENSMUSG00000070902	Zfp352	0	1
ENSMUSG00000070904	ENSMUSG00000070904	Ifna4	0	1
ENSMUSG00000070908	ENSMUSG00000070908	Gm13288	0	1
ENSMUSG00000070923	ENSMUSG00000070923	Klhl9	0.113349730154063	0.224785656869199
ENSMUSG00000070933	ENSMUSG00000070933	Speer4d	0	1
ENSMUSG00000070934	ENSMUSG00000070934	Rraga	0.0617603273815271	0.492078347810048
ENSMUSG00000070939	ENSMUSG00000070939	Tgfbrap1	-0.146796536644202	0.178504475263134
ENSMUSG00000070942	ENSMUSG00000070942	Il1rl2	0.764767128542216	0.000698066410011413
ENSMUSG00000070943	ENSMUSG00000070943	Olfr356	0	1
ENSMUSG00000070953	ENSMUSG00000070953	Rabepk	0.165901949155178	0.143904302865343
ENSMUSG00000070960	ENSMUSG00000070960	Gm19680	-0.0341898122180397	0.888076875039104
ENSMUSG00000070972	ENSMUSG00000070972	Dnajc25	-0.157365100940695	0.154965539414774
ENSMUSG00000070977	ENSMUSG00000070977	Defb44-ps	0	1
ENSMUSG00000070979	ENSMUSG00000070979	Actl7a	0	1
ENSMUSG00000070980	ENSMUSG00000070980	Actl7b	0	1
ENSMUSG00000070983	ENSMUSG00000070983	Olfr270	0	1
ENSMUSG00000070985	ENSMUSG00000070985	Acnat1	1.85081821457748	0.00529664295297905
ENSMUSG00000070990	ENSMUSG00000070990	Foxe1	0	1
ENSMUSG00000070995	ENSMUSG00000070995	Gm6313	0	1
ENSMUSG00000070997	ENSMUSG00000070997	1700055D18Rik	0.475684201406829	0.103436384205789
ENSMUSG00000070999	ENSMUSG00000070999	Ccin	0	1
ENSMUSG00000071000	ENSMUSG00000071000	Olfr155	0	1
ENSMUSG00000071001	ENSMUSG00000071001	Hrct1	-0.390571384538484	0.213256775695173
ENSMUSG00000071005	ENSMUSG00000071005	Ccl19	0	1
ENSMUSG00000071014	ENSMUSG00000071014	Ndufb6	-0.155544184492075	0.126300655421984
ENSMUSG00000071015	ENSMUSG00000071015	Gm136	0	1
ENSMUSG00000071019	ENSMUSG00000071019	Sdr16c6	-2.46702714840611	9.45868116590273e-06
ENSMUSG00000071033	ENSMUSG00000071033	Gm10308	0	1
ENSMUSG00000071035	ENSMUSG00000071035	Gm5499	-0.0352311091316653	0.907217380789525
ENSMUSG00000071036	ENSMUSG00000071036	Gm10309	0.372373066385451	0.635333583801348
ENSMUSG00000071037	ENSMUSG00000071037	Camkmt	0.0387397892319758	0.882233001203784
ENSMUSG00000071040	ENSMUSG00000071040	Gm9386	0	1
ENSMUSG00000071041	ENSMUSG00000071041	Impdh2-ps	0.4179044391975	0.00144846173074499
ENSMUSG00000071042	ENSMUSG00000071042	Rasgrp3	0.27795270444556	0.0661856177122097
ENSMUSG00000071047	ENSMUSG00000071047	Ces1a	0	1
ENSMUSG00000071052	ENSMUSG00000071052	Rpl7a-ps5	0	1
ENSMUSG00000071054	ENSMUSG00000071054	Safb	0.003109459330261	0.978404189374792
ENSMUSG00000071064	ENSMUSG00000071064	Zfp827	-0.0972728829423539	0.56550901434981
ENSMUSG00000071065	ENSMUSG00000071065	Olfr806	0	1
ENSMUSG00000071068	ENSMUSG00000071068	Treml2	0.267112486833236	0.346077667654408
ENSMUSG00000071072	ENSMUSG00000071072	Ptges3	-0.00652359903901439	0.966160533243603
ENSMUSG00000071073	ENSMUSG00000071073	Lrrc73	-0.160456097910515	0.704302422260661
ENSMUSG00000071074	ENSMUSG00000071074	Yipf3	-0.339940308895739	0.00436222661502234
ENSMUSG00000071076	ENSMUSG00000071076	Jund	-0.629075087566746	0.00155500310145744
ENSMUSG00000071078	ENSMUSG00000071078	Nr2c2ap	0.13859079864613	0.313689569241306
ENSMUSG00000071089	ENSMUSG00000071089	Trim75	0	1
ENSMUSG00000071102	ENSMUSG00000071102	Gm10313	0	1
ENSMUSG00000071103	ENSMUSG00000071103	1700029J07Rik	0.233527275745516	0.295342942402126
ENSMUSG00000071104	ENSMUSG00000071104	Ccdc110	0	1
ENSMUSG00000071112	ENSMUSG00000071112	Spx	-0.718230441009498	0.0246876152682606
ENSMUSG00000071113	ENSMUSG00000071113	Mboat4	0	1
ENSMUSG00000071138	ENSMUSG00000071138	Tex24	0	1
ENSMUSG00000071141	ENSMUSG00000071141	Rpl36a-ps3	0.254901907530697	0.69988380185163
ENSMUSG00000071147	ENSMUSG00000071147	Tas2r140	0	1
ENSMUSG00000071149	ENSMUSG00000071149	Tas2r115	0	1
ENSMUSG00000071150	ENSMUSG00000071150	Tas2r121	0	1
ENSMUSG00000071151	ENSMUSG00000071151	Gm4799	-0.202912494978283	0.52138918792546
ENSMUSG00000071158	ENSMUSG00000071158	Gm156	0	1
ENSMUSG00000071165	ENSMUSG00000071165	Gm6040	0	1
ENSMUSG00000071169	ENSMUSG00000071169	Defb46	0	1
ENSMUSG00000071172	ENSMUSG00000071172	Srsf3	-0.0549198754552579	0.67215940390854
ENSMUSG00000071176	ENSMUSG00000071176	Arhgef10	-0.522027027761534	0.0011701696850703
ENSMUSG00000071177	ENSMUSG00000071177	Serpina1d	0	1
ENSMUSG00000071178	ENSMUSG00000071178	Serpina1b	0	1
ENSMUSG00000071179	ENSMUSG00000071179	Serpina16	0	1
ENSMUSG00000071180	ENSMUSG00000071180	Smim15	0.418512954117409	0.0124294669374143
ENSMUSG00000071181	ENSMUSG00000071181	3830408C21Rik	0.5070760790953	0.140584468574113
ENSMUSG00000071185	ENSMUSG00000071185	Olfr1357	0	1
ENSMUSG00000071192	ENSMUSG00000071192	Wfikkn1	-0.229170438341568	0.384253839381866
ENSMUSG00000071195	ENSMUSG00000071195	Gm10318	0	1
ENSMUSG00000071202	ENSMUSG00000071202	Ccdc78	0	1
ENSMUSG00000071203	ENSMUSG00000071203	Naip5	0.376533354803909	0.226979016129526
ENSMUSG00000071204	ENSMUSG00000071204	Gm10319	0	1
ENSMUSG00000071207	ENSMUSG00000071207	Gm8587	0	1
ENSMUSG00000071226	ENSMUSG00000071226	Cecr2	0.486393385260744	0.00539550143738816
ENSMUSG00000071229	ENSMUSG00000071229	Timm8a2	0	1
ENSMUSG00000071230	ENSMUSG00000071230	Npw	0	1
ENSMUSG00000071234	ENSMUSG00000071234	Syndig1l	0	1
ENSMUSG00000071235	ENSMUSG00000071235	Vrtn	0	1
ENSMUSG00000071237	ENSMUSG00000071237	Gemin6-ps	0	1
ENSMUSG00000071252	ENSMUSG00000071252	2210408I21Rik	0.0627654643152419	0.81841873303234
ENSMUSG00000071253	ENSMUSG00000071253	Slc25a16	0.14579597429212	0.260215792848001
ENSMUSG00000071256	ENSMUSG00000071256	Zfp213	0.152676258940083	0.253367952027719
ENSMUSG00000071262	ENSMUSG00000071262	Zfp957	0	1
ENSMUSG00000071265	ENSMUSG00000071265	1700086L19Rik	0.3605865240806	0.455170813064021
ENSMUSG00000071266	ENSMUSG00000071266	Zfp946	0.122312154565282	0.420555542025315
ENSMUSG00000071267	ENSMUSG00000071267	Zfp942	0.0681013727128394	0.598079924127933
ENSMUSG00000071273	ENSMUSG00000071273	Gm5145	0.319712784509896	0.518722547150097
ENSMUSG00000071275	ENSMUSG00000071275	Fpr-rs6	0	1
ENSMUSG00000071276	ENSMUSG00000071276	Fpr-rs7	0	1
ENSMUSG00000071280	ENSMUSG00000071280	Gm10322	0	1
ENSMUSG00000071281	ENSMUSG00000071281	Zfp65	0.147233272754198	0.336354941163845
ENSMUSG00000071291	ENSMUSG00000071291	Zfp58	0.00732152610516167	0.972107423110821
ENSMUSG00000071294	ENSMUSG00000071294	Cbx3-ps4	0	1
ENSMUSG00000071302	ENSMUSG00000071302	2610044O15Rik8	0.158088138002238	0.224073611722899
ENSMUSG00000071303	ENSMUSG00000071303	Rps8-ps1	0	1
ENSMUSG00000071311	ENSMUSG00000071311	Gpr31b	0	1
ENSMUSG00000071317	ENSMUSG00000071317	Bves	-0.585846406360125	0.00864446380482033
ENSMUSG00000071322	ENSMUSG00000071322	Tcp10a	0	1
ENSMUSG00000071324	ENSMUSG00000071324	Armc2	-0.720524865055497	0.0402439609825168
ENSMUSG00000071332	ENSMUSG00000071332	E230015B07Rik	0	1
ENSMUSG00000071335	ENSMUSG00000071335	Mfsd4b3	0.432970969382397	0.427706618219627
ENSMUSG00000071337	ENSMUSG00000071337	Tia1	-0.117911909920591	0.246776519796591
ENSMUSG00000071340	ENSMUSG00000071340	Trappc3l	0	1
ENSMUSG00000071341	ENSMUSG00000071341	Egr4	0	1
ENSMUSG00000071342	ENSMUSG00000071342	Lsmem1	-1.04164519901586	0.00306508290937326
ENSMUSG00000071343	ENSMUSG00000071343	Gm10327	0	1
ENSMUSG00000071347	ENSMUSG00000071347	C1qtnf9	-0.117625439064265	0.564183655263181
ENSMUSG00000071350	ENSMUSG00000071350	Setdb2	-0.0223581186950415	0.898308543256861
ENSMUSG00000071356	ENSMUSG00000071356	Reg3b	0	1
ENSMUSG00000071359	ENSMUSG00000071359	Tbpl1	0.106150823251972	0.347565258928015
ENSMUSG00000071361	ENSMUSG00000071361	Mcpt9	0	1
ENSMUSG00000071362	ENSMUSG00000071362	Gm10330	0	1
ENSMUSG00000071369	ENSMUSG00000071369	Map3k5	0.593044137159723	0.00101299169255825
ENSMUSG00000071379	ENSMUSG00000071379	Hpcal1	-0.166515171177773	0.157452122525324
ENSMUSG00000071392	ENSMUSG00000071392	Ect2l	0	1
ENSMUSG00000071398	ENSMUSG00000071398	2410004P03Rik	0	1
ENSMUSG00000071414	ENSMUSG00000071414	Gm6736	0	1
ENSMUSG00000071415	ENSMUSG00000071415	Rpl23	0.395367013622911	0.0161379418433072
ENSMUSG00000071419	ENSMUSG00000071419	Rps15-ps2	0.0662548777355845	0.734338444434067
ENSMUSG00000071424	ENSMUSG00000071424	Grid2	-0.277513959887404	0.555649148412086
ENSMUSG00000071428	ENSMUSG00000071428	Vmn1r27	0	1
ENSMUSG00000071434	ENSMUSG00000071434	9230019H11Rik	0	1
ENSMUSG00000071451	ENSMUSG00000071451	Psmg4	0.0177726091002705	0.9486736477605
ENSMUSG00000071452	ENSMUSG00000071452	Gm11397	0	1
ENSMUSG00000071454	ENSMUSG00000071454	Dtnb	-0.232889066654089	0.0616730673922151
ENSMUSG00000071456	ENSMUSG00000071456	1110002L01Rik	0.402337780820014	0.0355109610192535
ENSMUSG00000071470	ENSMUSG00000071470	Ccnb1ip1	0	1
ENSMUSG00000071471	ENSMUSG00000071471	Krtap26-1	0	1
ENSMUSG00000071475	ENSMUSG00000071475	Rpl21-ps5	0	1
ENSMUSG00000071477	ENSMUSG00000071477	Zfp777	0.311999277968111	0.0126746537190573
ENSMUSG00000071478	ENSMUSG00000071478	Hist1h2ad	0	1
ENSMUSG00000071481	ENSMUSG00000071481	Olfr437	0	1
ENSMUSG00000071489	ENSMUSG00000071489	Ptgdr	-0.183074453176804	0.649790734061694
ENSMUSG00000071490	ENSMUSG00000071490	Vmn1r212	0	1
ENSMUSG00000071491	ENSMUSG00000071491	Vmn1r209	0	1
ENSMUSG00000071493	ENSMUSG00000071493	Vmn1r208	0	1
ENSMUSG00000071494	ENSMUSG00000071494	Olfr455	0	1
ENSMUSG00000071497	ENSMUSG00000071497	Nutf2-ps1	0	1
ENSMUSG00000071506	ENSMUSG00000071506	Tmem139	0.817983608176628	0.00396797134702429
ENSMUSG00000071510	ENSMUSG00000071510	Olfr172	0	1
ENSMUSG00000071516	ENSMUSG00000071516	Hist1h2ai	0	1
ENSMUSG00000071517	ENSMUSG00000071517	Gm10334	0	1
ENSMUSG00000071519	ENSMUSG00000071519	Prss3	0	1
ENSMUSG00000071521	ENSMUSG00000071521	Try10	0	1
ENSMUSG00000071522	ENSMUSG00000071522	Olfr263	0	1
ENSMUSG00000071528	ENSMUSG00000071528	Usmg5	-0.0872018188802864	0.779268405203778
ENSMUSG00000071531	ENSMUSG00000071531	Gprin2	-6.11101161590691	0.000151623280440699
ENSMUSG00000071532	ENSMUSG00000071532	Gm10335	0	1
ENSMUSG00000071533	ENSMUSG00000071533	Pcnp	-0.216856437921698	0.0464240327138882
ENSMUSG00000071537	ENSMUSG00000071537	Klrg2	0.189629188639363	0.466677959703636
ENSMUSG00000071540	ENSMUSG00000071540	3425401B19Rik	-0.521005619285799	0.0188267349568123
ENSMUSG00000071547	ENSMUSG00000071547	Nt5dc2	0.149965888980048	0.175964990775383
ENSMUSG00000071550	ENSMUSG00000071550	Cfap44	0	1
ENSMUSG00000071551	ENSMUSG00000071551	Akr1c19	0.0881451116736894	0.865285861915602
ENSMUSG00000071552	ENSMUSG00000071552	Tigit	0	1
ENSMUSG00000071553	ENSMUSG00000071553	Cpa2	0.0997846646682872	0.839780344679888
ENSMUSG00000071561	ENSMUSG00000071561	BC100530	1.89703289564142	1.04283013352442e-05
ENSMUSG00000071562	ENSMUSG00000071562	Stfa1	1.98754090205644	5.24570337093211e-06
ENSMUSG00000071568	ENSMUSG00000071568	Gm5874	0.101069970481554	0.804956460076004
ENSMUSG00000071573	ENSMUSG00000071573	Rnls	0.721591743329693	0.0281474506666997
ENSMUSG00000071586	ENSMUSG00000071586	Gm10337	0	1
ENSMUSG00000071591	ENSMUSG00000071591	Gm10339	0	1
ENSMUSG00000071604	ENSMUSG00000071604	Fam189a2	-1.43681924022245	2.26000069237277e-05
ENSMUSG00000071613	ENSMUSG00000071613	Gm10340	0	1
ENSMUSG00000071629	ENSMUSG00000071629	Olfr1477	0	1
ENSMUSG00000071632	ENSMUSG00000071632	2510002D24Rik	0.438946177589619	0.00301104172864615
ENSMUSG00000071633	ENSMUSG00000071633	Gm4952	0	1
ENSMUSG00000071636	ENSMUSG00000071636	Rimbp3	0.719053378788027	0.0626922235094679
ENSMUSG00000071637	ENSMUSG00000071637	Cebpd	0.59654874632808	0.0209160017277638
ENSMUSG00000071640	ENSMUSG00000071640	Stxbp3-ps	-0.292391066194954	0.195928649325172
ENSMUSG00000071644	ENSMUSG00000071644	Eef1g	0.449279004348765	0.00625744456218946
ENSMUSG00000071645	ENSMUSG00000071645	Tut1	0.348625589411069	0.0125017774364044
ENSMUSG00000071646	ENSMUSG00000071646	Mta2	0.12556120388211	0.205851847856015
ENSMUSG00000071647	ENSMUSG00000071647	Eml3	-0.382949119561506	0.00213234414106388
ENSMUSG00000071648	ENSMUSG00000071648	Rom1	-1.14556039362014	0.000650587921063862
ENSMUSG00000071649	ENSMUSG00000071649	B3gat3	0.025193774200942	0.841086810138264
ENSMUSG00000071650	ENSMUSG00000071650	Ganab	0.175624816040028	0.0556285893344896
ENSMUSG00000071652	ENSMUSG00000071652	Ints5	0.0259988555870806	0.813940373359731
ENSMUSG00000071653	ENSMUSG00000071653	1810009A15Rik	0	1
ENSMUSG00000071654	ENSMUSG00000071654	Uqcc3	0.138122316485133	0.290461660656945
ENSMUSG00000071655	ENSMUSG00000071655	Ubxn1	-0.121410542862119	0.210082599870668
ENSMUSG00000071656	ENSMUSG00000071656	Lrrn4cl	-0.298085858822977	0.181466162375748
ENSMUSG00000071657	ENSMUSG00000071657	Bscl2	-0.590391214424376	0.000661049336581141
ENSMUSG00000071658	ENSMUSG00000071658	Gng3	0	1
ENSMUSG00000071659	ENSMUSG00000071659	Hnrnpul2	0.0211280195319853	0.831629759180147
ENSMUSG00000071660	ENSMUSG00000071660	Ttc9c	0.112640430993497	0.217046070977386
ENSMUSG00000071661	ENSMUSG00000071661	Zbtb3	-0.503496216162881	0.0232580344863805
ENSMUSG00000071662	ENSMUSG00000071662	Polr2g	-0.222302658295657	0.0858837808102122
ENSMUSG00000071665	ENSMUSG00000071665	Foxr2	0	1
ENSMUSG00000071669	ENSMUSG00000071669	Snx29	-0.622682514126253	0.00542698287788284
ENSMUSG00000071671	ENSMUSG00000071671	Gm10343	0	1
ENSMUSG00000071679	ENSMUSG00000071679	Zcchc16	1.57090676494903	0.0390623006710655
ENSMUSG00000071680	ENSMUSG00000071680	Gm7123	0	1
ENSMUSG00000071686	ENSMUSG00000071686	Tex13a	0	1
ENSMUSG00000071691	ENSMUSG00000071691	Gm960	0	1
ENSMUSG00000071708	ENSMUSG00000071708	Sms	-0.296289530041728	0.0544476061800561
ENSMUSG00000071711	ENSMUSG00000071711	Mpst	0.00742318772646085	0.960412979871091
ENSMUSG00000071713	ENSMUSG00000071713	Csf2rb	-0.433453393335847	0.0362465982371148
ENSMUSG00000071714	ENSMUSG00000071714	Csf2rb2	-0.639881494280155	0.0170318073747973
ENSMUSG00000071715	ENSMUSG00000071715	Ncf4	0.0193699421023374	0.957633267772047
ENSMUSG00000071716	ENSMUSG00000071716	Apol7e	0	1
ENSMUSG00000071719	ENSMUSG00000071719	Tmem28	-0.00802592651378824	0.982495833958472
ENSMUSG00000071721	ENSMUSG00000071721	1700010D01Rik	0	1
ENSMUSG00000071722	ENSMUSG00000071722	Spin4	0.498673050920366	0.0755306762167039
ENSMUSG00000071723	ENSMUSG00000071723	Gspt2	0.718776561004278	0.00662811101439983
ENSMUSG00000071724	ENSMUSG00000071724	Smpd5	-0.113713800478458	0.786487125000329
ENSMUSG00000071726	ENSMUSG00000071726	Gm5941	0	1
ENSMUSG00000071738	ENSMUSG00000071738	Cldn34b3	0	1
ENSMUSG00000071745	ENSMUSG00000071745	DXBay18	0	1
ENSMUSG00000071748	ENSMUSG00000071748	Gm14698	0.217926296879334	0.564606838230543
ENSMUSG00000071749	ENSMUSG00000071749	4933412E24Rik	0	1
ENSMUSG00000071750	ENSMUSG00000071750	Gm7713	0	1
ENSMUSG00000071753	ENSMUSG00000071753	C230004F18Rik	0	1
ENSMUSG00000071757	ENSMUSG00000071757	Zhx2	-0.0464691617953704	0.678259436431122
ENSMUSG00000071763	ENSMUSG00000071763	4933416I08Rik	0	1
ENSMUSG00000071764	ENSMUSG00000071764	Olfr1320	0	1
ENSMUSG00000071766	ENSMUSG00000071766	Rhox12	0	1
ENSMUSG00000071767	ENSMUSG00000071767	Rhox7a	0	1
ENSMUSG00000071769	ENSMUSG00000071769	Rhox3h	0	1
ENSMUSG00000071770	ENSMUSG00000071770	Rhox4e	0	1
ENSMUSG00000071771	ENSMUSG00000071771	Rhox4b	0	1
ENSMUSG00000071772	ENSMUSG00000071772	Rhox3a	0	1
ENSMUSG00000071773	ENSMUSG00000071773	Rhox1	0	1
ENSMUSG00000071788	ENSMUSG00000071788	Gm14525	0	1
ENSMUSG00000071793	ENSMUSG00000071793	2610005L07Rik	0	1
ENSMUSG00000071796	ENSMUSG00000071796	6820431F20Rik	0	1
ENSMUSG00000071815	ENSMUSG00000071815	Fthl17e	0	1
ENSMUSG00000071816	ENSMUSG00000071816	Ssxb5	0	1
ENSMUSG00000071818	ENSMUSG00000071818	4930417O22Rik	0	1
ENSMUSG00000071847	ENSMUSG00000071847	Apcdd1	-0.274835737235879	0.0675233662273974
ENSMUSG00000071855	ENSMUSG00000071855	Ccdc112	-0.0200665750308889	0.897700798736767
ENSMUSG00000071856	ENSMUSG00000071856	Mcc	-0.941491965705519	1.65456534160384e-05
ENSMUSG00000071858	ENSMUSG00000071858	Gm94	-5.81677420485723	2.07889769127715e-05
ENSMUSG00000071860	ENSMUSG00000071860	2900055J20Rik	0	1
ENSMUSG00000071862	ENSMUSG00000071862	Lrrtm2	-0.290754624194489	0.579721824044081
ENSMUSG00000071866	ENSMUSG00000071866	Ppia	0.508671115300613	0.0279579260633692
ENSMUSG00000071867	ENSMUSG00000071867	Gm6304	0.159112799311171	0.570703016404395
ENSMUSG00000071890	ENSMUSG00000071890	Mroh9	0	1
ENSMUSG00000071893	ENSMUSG00000071893	Vmn1r4	0	1
ENSMUSG00000071909	ENSMUSG00000071909	Nutm2	0	1
ENSMUSG00000071937	ENSMUSG00000071937	Adam25	0	1
ENSMUSG00000071952	ENSMUSG00000071952	Gm10351	0	1
ENSMUSG00000071984	ENSMUSG00000071984	Fndc1	0.173749003446821	0.545943415531066
ENSMUSG00000072049	ENSMUSG00000072049	Vmn2r121	0	1
ENSMUSG00000072066	ENSMUSG00000072066	6720489N17Rik	-0.263383368956074	0.218873332801066
ENSMUSG00000072068	ENSMUSG00000072068	Gm16261	0	1
